step,episode_reward,replay_return,imagined_return,imagination_gap,steps_per_second
500.0,38.541236877441406,38.541236877441406,,,3.7500016115612755
1000.0,57.033199310302734,57.033199310302734,,,7.483509763052855
1500.0,30.863571166992188,30.863571166992188,,,11.198731197220626
2000.0,43.514549255371094,43.514549255371094,,,14.899669147057383
2500.0,33.12310791015625,33.12310791015625,,,18.583982044676386
3000.0,179.09906005859375,179.09906005859375,,,12.898503727943254
3500.0,133.00958251953125,133.00958251953125,10.477825164794922,-122.53175735473633,13.40620638952335
4000.0,52.024208068847656,52.024208068847656,13.030656814575195,-38.99355125427246,13.750653122001584
4500.0,161.85174560546875,161.85174560546875,20.110965728759766,-141.74077987670898,14.225068267031865
5000.0,181.3557891845703,181.3557891845703,18.32390785217285,-163.03188133239746,14.647560709778787
5500.0,329.046630859375,329.046630859375,19.7467041015625,-309.2999267578125,15.002787105352647
6000.0,281.10809326171875,281.10809326171875,25.23736000061035,-255.8707332611084,15.31736767278351
6500.0,114.59483337402344,114.59483337402344,22.57880973815918,-92.01602363586426,15.588200820650568
7000.0,226.55174255371094,226.55174255371094,35.89179229736328,-190.65995025634766,15.78901543001802
7500.0,150.37306213378906,150.37306213378906,37.1485481262207,-113.22451400756836,15.86655889702027
8000.0,116.98387145996094,116.98387145996094,34.548919677734375,-82.43495178222656,15.937923225700956
8500.0,421.9552917480469,421.9552917480469,35.25205993652344,-386.70323181152344,15.985723271463083
9000.0,382.5905456542969,382.5905456542969,41.0382080078125,-341.5523376464844,16.059127625925775
9500.0,485.68780517578125,485.68780517578125,41.93721389770508,-443.7505912780762,16.1986900036309
10000.0,467.7252197265625,467.7252197265625,55.577980041503906,-412.1472396850586,13.201962124648954
10500.0,482.9659423828125,482.9659423828125,50.690467834472656,-432.27547454833984,13.36166268958541
11000.0,557.023193359375,557.023193359375,60.13081359863281,-496.8923797607422,13.501913240085742
11500.0,509.1141052246094,509.1141052246094,62.428802490234375,-446.685302734375,13.643716533009917
12000.0,389.8721923828125,389.8721923828125,61.12604522705078,-328.7461471557617,13.824238417064938
12500.0,784.7032470703125,784.7032470703125,78.61483764648438,-706.0884094238281,13.991495713417974
13000.0,641.0657348632812,641.0657348632812,80.21762084960938,-560.8481140136719,14.15335256349234
13500.0,774.9890747070312,774.9890747070312,82.16380310058594,-692.8252716064453,14.30934988492253
14000.0,838.0829467773438,838.0829467773438,86.76280975341797,-751.3201370239258,14.45567682262694
14500.0,775.5567016601562,775.5567016601562,81.46868896484375,-694.0880126953125,14.59363451452452
15000.0,904.5803833007812,904.5803833007812,83.51437377929688,-821.0660095214844,14.716116651186198
15500.0,859.4273681640625,859.4273681640625,89.26788330078125,-770.1594848632812,14.795283602631013
16000.0,912.083740234375,912.083740234375,96.35462951660156,-815.7291107177734,14.869055825123663
16500.0,903.6217041015625,903.6217041015625,92.17994689941406,-811.4417572021484,14.937807800850207
17000.0,905.3294677734375,905.3294677734375,94.181396484375,-811.1480712890625,15.00233053690408
17500.0,897.512451171875,897.512451171875,111.23493194580078,-786.2775192260742,15.081423938494629
18000.0,888.84765625,888.84765625,108.83283233642578,-780.0148239135742,15.184689870013612
18500.0,841.6257934570312,841.6257934570312,105.01243591308594,-736.6133575439453,15.278064036536074
19000.0,945.5457763671875,945.5457763671875,120.62820434570312,-824.9175720214844,15.36438635323957
19500.0,841.6004028320312,841.6004028320312,123.69966125488281,-717.9007415771484,15.434176324459393
20000.0,966.91259765625,966.91259765625,123.89614868164062,-843.0164489746094,14.020866752077453
20500.0,982.71240234375,982.71240234375,123.14340209960938,-859.5690002441406,14.12343059950344
21000.0,941.7935180664062,941.7935180664062,117.55277252197266,-824.2407455444336,14.222715474006602
21500.0,984.2714233398438,984.2714233398438,136.07894897460938,-848.1924743652344,14.318661792520505
22000.0,979.667236328125,979.667236328125,135.76690673828125,-843.9003295898438,14.409513584337331
22500.0,945.4467163085938,945.4467163085938,126.22511291503906,-819.2216033935547,14.49894378928534
23000.0,958.6054077148438,958.6054077148438,121.27850341796875,-837.326904296875,14.58404270751697
23500.0,958.666748046875,958.666748046875,126.26554870605469,-832.4011993408203,14.671218246484985
24000.0,969.1124267578125,969.1124267578125,143.05859375,-826.0538330078125,14.755168630314152
24500.0,950.4371948242188,950.4371948242188,141.63137817382812,-808.8058166503906,14.836234699708786
25000.0,985.86962890625,985.86962890625,146.8415069580078,-839.0281219482422,14.917558477471628
25500.0,899.394287109375,899.394287109375,130.1759490966797,-769.2183380126953,14.994287878055284
26000.0,964.4840087890625,964.4840087890625,136.0006103515625,-828.4833984375,15.06908007369058
26500.0,960.413818359375,960.413818359375,149.68075561523438,-810.7330627441406,15.142433948744296
27000.0,965.236328125,965.236328125,136.1417999267578,-829.0945281982422,15.213486999193046
27500.0,969.8792724609375,969.8792724609375,137.97579956054688,-831.9034729003906,15.282299684355428
28000.0,970.6295166015625,970.6295166015625,144.51861572265625,-826.1109008789062,15.347121344054413
28500.0,933.6866455078125,933.6866455078125,137.57933044433594,-796.1073150634766,15.411655743457672
29000.0,954.9703979492188,954.9703979492188,143.1791229248047,-811.7912750244141,15.472083540633193
29500.0,916.1256713867188,916.1256713867188,148.62835693359375,-767.497314453125,15.5324940058237
30000.0,989.8861083984375,989.8861083984375,164.06869506835938,-825.8174133300781,14.65028470518968
30500.0,963.972412109375,963.972412109375,142.62237548828125,-821.3500366210938,14.717501102984775
31000.0,981.17236328125,981.17236328125,163.16973876953125,-818.0026245117188,14.782316618655761
31500.0,950.76513671875,950.76513671875,149.80149841308594,-800.9636383056641,14.845874619293843
32000.0,966.6626586914062,966.6626586914062,150.73687744140625,-815.92578125,14.908147297605094
32500.0,988.796630859375,988.796630859375,169.86529541015625,-818.9313354492188,14.969471580459432
33000.0,989.9429931640625,989.9429931640625,168.5728759765625,-821.3701171875,15.032956294164906
33500.0,971.7527465820312,971.7527465820312,162.42068481445312,-809.3320617675781,15.071471452739122
34000.0,961.6133422851562,961.6133422851562,159.9537353515625,-801.6596069335938,15.111072215710196
34500.0,928.7255249023438,928.7255249023438,168.0078582763672,-760.7176666259766,15.168838733608005
35000.0,961.6455688476562,961.6455688476562,153.27403259277344,-808.3715362548828,15.226235238327698
35500.0,970.1807861328125,970.1807861328125,161.96243286132812,-808.2183532714844,15.281740698601396
36000.0,957.8623657226562,957.8623657226562,153.1482696533203,-804.7140960693359,15.337882556167193
36500.0,982.6214599609375,982.6214599609375,169.5260467529297,-813.0954132080078,15.3936119662463
