step,episode_reward,replay_return,imagined_return,imagination_gap,steps_per_second
500.0,48.207889556884766,48.207889556884766,,,1.1986108326597285
1000.0,33.6378059387207,33.6378059387207,,,2.395332192515989
1500.0,30.544828414916992,30.544828414916992,,,3.590212945895454
2000.0,38.31640625,38.31640625,,,4.783394655224229
2500.0,40.383243560791016,40.383243560791016,,,5.974276597610301
3000.0,118.81553649902344,118.81553649902344,,,4.389608792091162
3500.0,192.9613800048828,192.9613800048828,13.627372741699219,-179.3340072631836,4.571311398320469
4000.0,91.98696899414062,91.98696899414062,11.674225807189941,-80.31274318695068,4.7167235335005735
4500.0,102.07284545898438,102.07284545898438,23.32368278503418,-78.7491626739502,4.879519971522814
5000.0,100.53553009033203,100.53553009033203,14.921772003173828,-85.6137580871582,5.016360365991141
5500.0,124.57345581054688,124.57345581054688,23.418668746948242,-101.15478706359863,5.090659005657832
6000.0,251.38101196289062,251.38101196289062,26.331981658935547,-225.04903030395508,5.156389276539523
6500.0,131.45843505859375,131.45843505859375,17.497093200683594,-113.96134185791016,5.2517099089283334
7000.0,133.0293426513672,133.0293426513672,30.6744441986084,-102.35489845275879,5.337108687700993
7500.0,225.5263671875,225.5263671875,39.846595764160156,-185.67977142333984,5.4125305366565595
8000.0,227.50282287597656,227.50282287597656,26.367313385009766,-201.1355094909668,5.4784833804756605
8500.0,266.41241455078125,266.41241455078125,26.19900131225586,-240.2134132385254,5.539979323655262
9000.0,174.6788787841797,174.6788787841797,37.08514404296875,-137.59373474121094,5.594861596931434
9500.0,360.73187255859375,360.73187255859375,26.460628509521484,-334.27124404907227,5.6447969133770455
10000.0,248.1193389892578,248.1193389892578,41.706668853759766,-206.41267013549805,4.6189261914684785
10500.0,359.0980224609375,359.0980224609375,45.06548309326172,-314.0325393676758,4.689781534926417
11000.0,372.60516357421875,372.60516357421875,35.09326934814453,-337.5118942260742,4.756031149420409
11500.0,451.69329833984375,451.69329833984375,53.01349639892578,-398.67980194091797,4.818472532744161
12000.0,478.2659912109375,478.2659912109375,51.90462112426758,-426.3613700866699,4.876863718223267
12500.0,362.3585510253906,362.3585510253906,67.47457885742188,-294.88397216796875,4.931678304255298
13000.0,653.0709228515625,653.0709228515625,67.8096694946289,-585.2612533569336,4.980870651899344
13500.0,660.2276000976562,660.2276000976562,40.20030975341797,-620.0272903442383,5.029727838088291
14000.0,717.7037353515625,717.7037353515625,80.75990295410156,-636.9438323974609,5.076245091474694
14500.0,299.09912109375,299.09912109375,62.46143341064453,-236.63768768310547,5.120335243932199
15000.0,693.8055419921875,693.8055419921875,72.58155059814453,-621.223991394043,5.16264654256849
