episode/eval_length,episode/eval_score,episode/length,episode/score,step
,,500.0,409.3688659667969,112014
,,500.0,493.4374084472656,112015
500.0,603.1696166992188,,,120000
,,500.0,690.5560302734375,128000
,,500.0,564.6137084960938,128001
,,500.0,727.9393920898438,128002
,,500.0,653.3018798828125,128003
,,500.0,543.9083862304688,128004
,,500.0,670.5916137695312,128005
,,500.0,473.9299621582031,128006
,,500.0,559.8748779296875,128007
,,500.0,522.42431640625,128008
,,500.0,679.44873046875,128009
,,500.0,543.7743530273438,128010
,,500.0,678.3338012695312,128011
,,500.0,576.8092041015625,128012
,,500.0,572.6162719726562,128013
,,500.0,616.5480346679688,128014
,,500.0,592.2896118164062,128015
500.0,617.7902221679688,,,130016
500.0,854.0784301757812,,,140000
,,500.0,744.1510620117188,144000
,,500.0,820.4876708984375,144001
,,500.0,773.400634765625,144002
,,500.0,715.3364868164062,144003
,,500.0,675.0853271484375,144004
,,500.0,725.0370483398438,144005
,,500.0,731.4215698242188,144006
,,500.0,703.7701416015625,144007
,,500.0,741.734619140625,144008
,,500.0,742.513916015625,144009
,,500.0,817.462890625,144010
,,500.0,575.4539184570312,144011
,,500.0,709.6127319335938,144012
,,500.0,800.51513671875,144013
,,500.0,700.6484985351562,144014
,,500.0,637.2625732421875,144015
500.0,847.14990234375,,,150016
500.0,843.1642456054688,,,160000
,,500.0,870.1353759765625,160000
,,500.0,897.6729125976562,160001
,,500.0,824.8031005859375,160002
,,500.0,852.4302368164062,160003
,,500.0,884.3807983398438,160004
,,500.0,869.4962158203125,160005
,,500.0,929.0172729492188,160006
,,500.0,911.565185546875,160007
,,500.0,797.327392578125,160008
,,500.0,590.0042114257812,160009
,,500.0,766.0328979492188,160010
,,500.0,782.966796875,160011
,,500.0,687.8777465820312,160012
,,500.0,836.9558715820312,160013
,,500.0,820.411865234375,160014
,,500.0,850.8626098632812,160015
500.0,894.7086181640625,,,170016
,,500.0,873.1100463867188,176000
,,500.0,871.4009399414062,176001
,,500.0,932.6843872070312,176002
,,500.0,925.4450073242188,176003
,,500.0,913.5736694335938,176004
,,500.0,889.0526123046875,176005
,,500.0,858.3517456054688,176006
,,500.0,815.8369140625,176007
,,500.0,905.5677490234375,176008
,,500.0,891.26513671875,176009
,,500.0,859.59765625,176010
,,500.0,880.6826171875,176011
,,500.0,960.6559448242188,176012
,,500.0,920.141845703125,176013
,,500.0,947.6167602539062,176014
,,500.0,910.4064331054688,176015
500.0,922.3619995117188,,,180000
500.0,941.2560424804688,,,190016
,,500.0,873.9258422851562,192000
,,500.0,873.0967407226562,192001
,,500.0,908.4022216796875,192002
,,500.0,941.8170166015625,192003
,,500.0,907.0056762695312,192004
,,500.0,906.41552734375,192005
,,500.0,935.3218994140625,192006
,,500.0,943.2626953125,192007
,,500.0,979.1560668945312,192008
,,500.0,970.914306640625,192009
,,500.0,903.3182373046875,192010
,,500.0,937.9754638671875,192011
,,500.0,822.0254516601562,192012
,,500.0,935.5618286132812,192013
,,500.0,925.060302734375,192014
,,500.0,923.4848022460938,192015
