step,episode_reward,replay_return,imagined_return,imagination_gap,steps_per_second
250.0,3.2718558311462402,3.2718558311462402,,,3.2589348450727953
500.0,14.33515739440918,14.33515739440918,,,6.479789767721719
750.0,13.204999923706055,13.204999923706055,,,9.667992797036062
1000.0,4.1867547035217285,4.1867547035217285,,,12.823195590796264
1250.0,2.1446988582611084,2.1446988582611084,,,15.944613052440989
1500.0,3.6856369972229004,3.6856369972229004,,,19.03246758691986
1750.0,3.34067702293396,3.34067702293396,,,22.085466241476958
2000.0,6.491601943969727,6.491601943969727,,,25.110436679404838
2250.0,4.532413482666016,4.532413482666016,,,28.10308734491996
2500.0,5.714502334594727,5.714502334594727,,,31.065152593620102
2750.0,5.3315815925598145,5.3315815925598145,,,17.380934112824978
3000.0,2.562321662902832,2.562321662902832,1.8949508666992188,-0.6673707962036133,17.44526812128288
3250.0,10.055432319641113,10.055432319641113,2.1559934616088867,-7.899438858032227,17.498322853949123
3500.0,8.205235481262207,8.205235481262207,2.6327452659606934,-5.572490215301514,17.52668819440812
3750.0,3.530407428741455,3.530407428741455,3.040663242340088,-0.4897441864013672,17.467614142226694
4000.0,6.7089996337890625,6.7089996337890625,3.1380133628845215,-3.570986270904541,17.50916871099173
4250.0,4.8415961265563965,4.8415961265563965,3.2240214347839355,-1.617574691772461,17.531930442693216
4500.0,9.57796573638916,9.57796573638916,3.2937846183776855,-6.284181118011475,17.567392685188093
4750.0,14.088027954101562,14.088027954101562,3.51621150970459,-10.571816444396973,17.59295131439527
5000.0,6.23005485534668,6.23005485534668,3.6871891021728516,-2.542865753173828,17.616218893830894
5250.0,9.64268684387207,9.64268684387207,3.890427827835083,-5.752259016036987,17.62151240220163
5500.0,10.092690467834473,10.092690467834473,4.007694721221924,-6.084995746612549,17.622981243096827
5750.0,8.453810691833496,8.453810691833496,3.9386682510375977,-4.515142440795898,17.625899956210134
6000.0,12.602707862854004,12.602707862854004,4.159439563751221,-8.443268299102783,17.63202380181517
6250.0,24.236709594726562,24.236709594726562,4.111769676208496,-20.124939918518066,17.635818801151625
6500.0,20.207761764526367,20.207761764526367,3.762747287750244,-16.445014476776123,17.63968844078455
6750.0,29.880773544311523,29.880773544311523,4.871829509735107,-25.008944034576416,17.634641872225306
7000.0,37.440067291259766,37.440067291259766,3.9320833683013916,-33.507983922958374,17.628518144308863
