episode/eval_length,episode/eval_score,episode/length,episode/score,step
500.0,22.20206069946289,,,0
500.0,47.3897705078125,,,10016
,,500.0,62.05399703979492,16000
,,500.0,44.917484283447266,16001
,,500.0,112.79549407958984,16002
,,500.0,42.852142333984375,16003
,,500.0,65.42158508300781,16004
,,500.0,32.9847412109375,16005
,,500.0,50.86017608642578,16006
,,500.0,42.42360305786133,16007
,,500.0,54.09344482421875,16008
,,500.0,34.8778076171875,16009
,,500.0,54.738685607910156,16010
,,500.0,77.48432159423828,16011
,,500.0,38.96611785888672,16012
,,500.0,62.98843002319336,16013
,,500.0,36.364654541015625,16014
,,500.0,58.7476806640625,16015
500.0,52.106781005859375,,,20000
500.0,150.86160278320312,,,30016
,,500.0,162.59878540039062,32000
,,500.0,73.94789123535156,32001
,,500.0,208.6773681640625,32002
,,500.0,70.87716674804688,32003
,,500.0,96.77021026611328,32004
,,500.0,116.3552017211914,32005
,,500.0,107.48963165283203,32006
,,500.0,126.48957061767578,32007
,,500.0,54.550079345703125,32008
,,500.0,97.75325012207031,32009
,,500.0,105.46652221679688,32010
,,500.0,99.08927154541016,32011
,,500.0,71.02068328857422,32012
,,500.0,78.6141357421875,32013
,,500.0,57.97248077392578,32014
,,500.0,132.83689880371094,32015
500.0,191.3789520263672,,,40000
,,500.0,169.13316345214844,48000
,,500.0,224.3032989501953,48001
,,500.0,95.4141616821289,48002
,,500.0,175.77488708496094,48003
,,500.0,133.73248291015625,48004
,,500.0,204.2083282470703,48005
,,500.0,200.77005004882812,48006
,,500.0,231.04112243652344,48007
,,500.0,235.73899841308594,48008
,,500.0,209.68634033203125,48009
,,500.0,241.8294677734375,48010
,,500.0,117.83536529541016,48011
,,500.0,241.56130981445312,48012
,,500.0,220.58355712890625,48013
,,500.0,163.1862335205078,48014
,,500.0,207.30157470703125,48015
500.0,245.5017547607422,,,50016
500.0,273.8787536621094,,,60000
,,500.0,217.44970703125,64000
,,500.0,227.5348358154297,64001
,,500.0,237.5441436767578,64002
,,500.0,255.5424346923828,64003
,,500.0,276.6241760253906,64004
,,500.0,284.6009826660156,64005
,,500.0,250.58493041992188,64006
,,500.0,296.4350280761719,64007
,,500.0,260.38677978515625,64008
,,500.0,305.9215087890625,64009
,,500.0,258.3211669921875,64010
,,500.0,205.93350219726562,64011
,,500.0,198.1298065185547,64012
,,500.0,302.7875061035156,64013
,,500.0,255.73043823242188,64014
,,500.0,128.34213256835938,64015
500.0,308.36004638671875,,,70016
500.0,330.3100280761719,,,80000
,,500.0,353.8668212890625,80000
,,500.0,410.7306823730469,80001
,,500.0,377.9241943359375,80002
,,500.0,310.1033630371094,80003
,,500.0,352.3514099121094,80004
,,500.0,336.61749267578125,80005
,,500.0,289.7934265136719,80006
