episode/eval_length,episode/eval_score,episode/length,episode/score,step
,,500.0,342.59124755859375,80007
,,500.0,324.3609313964844,80008
,,500.0,403.2636413574219,80009
,,500.0,372.3260192871094,80010
,,500.0,346.0412902832031,80011
,,500.0,321.279541015625,80012
,,500.0,355.2392578125,80013
,,500.0,317.9790954589844,80014
,,500.0,306.6812438964844,80015
500.0,341.970458984375,,,90016
,,500.0,376.4822082519531,96000
,,500.0,357.8492431640625,96001
,,500.0,343.0334167480469,96002
,,500.0,367.5198974609375,96003
,,500.0,380.47747802734375,96004
,,500.0,324.4848937988281,96005
,,500.0,313.0113220214844,96006
,,500.0,338.0285339355469,96007
,,500.0,266.2752990722656,96008
,,500.0,282.3772277832031,96009
,,500.0,285.93377685546875,96010
,,500.0,322.0645751953125,96011
,,500.0,343.82965087890625,96012
,,500.0,246.81729125976562,96013
,,500.0,413.885009765625,96014
,,500.0,325.2335205078125,96015
500.0,382.7801818847656,,,100000
500.0,392.8870849609375,,,110016
,,500.0,388.0501403808594,112000
,,500.0,311.9736022949219,112001
,,500.0,412.2251281738281,112002
,,500.0,287.7543029785156,112003
,,500.0,320.7738952636719,112004
,,500.0,378.23956298828125,112005
,,500.0,411.1173400878906,112006
,,500.0,396.0278625488281,112007
,,500.0,396.23870849609375,112008
,,500.0,359.7540588378906,112009
,,500.0,392.4971923828125,112010
,,500.0,420.9813232421875,112011
,,500.0,395.4343566894531,112012
,,500.0,307.8099670410156,112013
,,500.0,340.0687561035156,112014
,,500.0,313.5833435058594,112015
500.0,387.4031677246094,,,120000
,,500.0,390.6148986816406,128000
,,500.0,453.257568359375,128001
,,500.0,448.7299499511719,128002
,,500.0,466.5295104980469,128003
,,500.0,398.8358154296875,128004
,,500.0,437.87066650390625,128005
,,500.0,473.1974182128906,128006
,,500.0,419.4934997558594,128007
,,500.0,320.0260314941406,128008
,,500.0,415.2828369140625,128009
,,500.0,468.2960205078125,128010
,,500.0,499.1872253417969,128011
,,500.0,407.0220642089844,128012
,,500.0,390.65399169921875,128013
,,500.0,397.9638366699219,128014
,,500.0,372.7232360839844,128015
500.0,403.3179931640625,,,130016
500.0,545.7511596679688,,,140000
,,500.0,526.6865844726562,144000
,,500.0,529.1226806640625,144001
,,500.0,553.124755859375,144002
,,500.0,547.7523803710938,144003
,,500.0,499.87738037109375,144004
,,500.0,454.0574035644531,144005
,,500.0,536.1582641601562,144006
,,500.0,442.1330261230469,144007
,,500.0,435.88543701171875,144008
,,500.0,481.4258117675781,144009
,,500.0,478.7485046386719,144010
,,500.0,452.39990234375,144011
,,500.0,436.60211181640625,144012
,,500.0,420.931640625,144013
,,500.0,508.0014953613281,144014
,,500.0,463.91729736328125,144015
500.0,588.5220336914062,,,150016
500.0,628.0421142578125,,,160000
,,500.0,532.1620483398438,160000
,,500.0,612.6229858398438,160001
,,500.0,567.9716186523438,160002
,,500.0,607.1453247070312,160003
,,500.0,508.3336486816406,160004
,,500.0,514.8548583984375,160005
,,500.0,559.47314453125,160006
,,500.0,611.4575805664062,160007
,,500.0,584.85302734375,160008
,,500.0,473.5201110839844,160009
,,500.0,603.0317993164062,160010
,,500.0,546.28759765625,160011
,,500.0,559.9188232421875,160012
,,500.0,529.1382446289062,160013
,,500.0,596.6714477539062,160014
,,500.0,496.06591796875,160015
500.0,691.5143432617188,,,170016
,,500.0,589.6311645507812,176000
,,500.0,674.7012939453125,176001
,,500.0,687.6826171875,176002
,,500.0,676.0294189453125,176003
,,500.0,574.2997436523438,176004
,,500.0,659.4482421875,176005
,,500.0,621.9108276367188,176006
,,500.0,631.2252807617188,176007
,,500.0,650.7713623046875,176008
,,500.0,668.0869750976562,176009
,,500.0,627.9329833984375,176010
,,500.0,637.1217651367188,176011
,,500.0,656.1094970703125,176012
,,500.0,681.03759765625,176013
,,500.0,576.0440673828125,176014
,,500.0,633.4963989257812,176015
500.0,685.1389770507812,,,180000
500.0,640.2318725585938,,,190016
,,500.0,532.1360473632812,192000
,,500.0,572.7808837890625,192001
,,500.0,622.4612426757812,192002
,,500.0,662.9434814453125,192003
,,500.0,648.7374267578125,192004
,,500.0,723.6395263671875,192005
,,500.0,699.0717163085938,192006
,,500.0,710.1746215820312,192007
,,500.0,694.4110107421875,192008
,,500.0,669.4110717773438,192009
,,500.0,710.5623168945312,192010
,,500.0,546.79296875,192011
,,500.0,715.5076293945312,192012
,,500.0,662.7369995117188,192013
,,500.0,735.0473022460938,192014
,,500.0,699.61474609375,192015
500.0,717.2020263671875,,,200000
,,500.0,682.5401611328125,208000
,,500.0,651.9468383789062,208001
,,500.0,711.40576171875,208002
,,500.0,736.5866088867188,208003
,,500.0,736.244873046875,208004
,,500.0,733.1166381835938,208005
,,500.0,634.0895385742188,208006
,,500.0,708.7435302734375,208007
,,500.0,745.18212890625,208008
,,500.0,745.0691528320312,208009
,,500.0,720.368896484375,208010
,,500.0,739.9793090820312,208011
,,500.0,724.0115966796875,208012
,,500.0,542.7341918945312,208013
,,500.0,645.6837158203125,208014
,,500.0,697.8933715820312,208015
